cycle,Num_neutral,Num_sel,pi_neutral,pi_sel
1211,5,9,1.32594e-06,8.33772e-07
1221,5,15,1.35255e-06,7.63951e-07
1231,4,8,1.35355e-06,7.59614e-07
1241,6,7,1.49966e-06,7.40209e-07
1251,5,8,1.35184e-06,6.98002e-07
1261,4,10,1.55471e-06,7.78787e-07
1271,3,12,1.54483e-06,8.85431e-07
1281,4,13,1.22974e-06,1.04765e-06
1291,3,11,1.20614e-06,1.03733e-06
1301,4,12,9.4398e-07,9.52123e-07
1311,2,9,9.32851e-07,8.12594e-07
1321,1,10,9.73464e-07,8.09914e-07
1331,3,12,9.88065e-07,7.67698e-07
1341,4,10,8.86442e-07,7.95444e-07
1351,3,10,6.78666e-07,7.64426e-07
1361,2,10,6.06592e-07,7.17856e-07
1371,2,9,4.05553e-07,6.10281e-07
1381,3,8,4.13305e-07,5.272e-07
1391,2,6,3.74892e-07,5.98117e-07
1401,2,6,5.16217e-07,5.20818e-07
1411,4,6,5.48707e-07,4.51562e-07
1421,2,7,3.97879e-07,5.41034e-07
1431,3,7,4.72527e-07,5.00411e-07
1441,5,6,2.95766e-07,3.2265e-07
1451,6,7,4.03101e-07,2.84335e-07
1461,3,6,3.79324e-07,2.48898e-07
1471,2,7,3.22846e-07,1.5951e-07
1481,3,5,1.90325e-07,1.63585e-07
1491,3,6,3.03409e-07,2.19056e-07
1501,4,3,2.39331e-07,1.0174e-07
1511,3,6,2.67256e-07,1.41635e-07
1521,2,11,3.00327e-07,1.179e-07
1531,5,10,4.19381e-07,1.57722e-07
1541,4,3,4.20811e-07,1.07722e-07
1551,7,3,3.52738e-07,2.79832e-08
1561,4,3,3.44937e-07,7.78376e-08
1571,4,6,2.7829e-07,4.19708e-08
1581,4,6,4.1576e-07,4.39848e-08
1591,5,6,3.11907e-07,2.59948e-08
1601,4,4,2.9389e-07,3.19828e-08
1611,3,7,2.93846e-07,3.19924e-08
1621,5,3,2.28804e-07,3.59772e-08
1631,3,5,1.69378e-07,7.99024e-08
1641,5,3,2.07198e-07,2.39892e-08
1651,4,4,1.15795e-07,2.79864e-08
1661,6,5,1.39717e-07,4.5972e-08
1671,4,7,4.39736e-08,1.05819e-07
1681,4,8,3.19828e-08,1.41744e-07
1691,1,6,2.9958e-08,1.13853e-07
1701,0,8,0.0,1.97151e-07
1711,0,7,0.0,2.07466e-07
1721,0,8,0.0,1.87383e-07
1731,1,6,3.9996e-09,1.09823e-07
1741,0,11,0.0,1.51723e-07
1751,0,7,0.0,1.65225e-07
1761,2,8,5.9996e-09,2.56803e-07
1771,3,4,1.79948e-08,3.17587e-07
1781,3,3,5.39052e-08,2.04735e-07
1791,5,5,5.39416e-08,6.98904e-08
1801,5,10,7.19248e-08,1.4758e-07
1811,5,9,8.98732e-08,1.75446e-07
1821,2,5,3.99624e-08,1.19817e-07
1831,3,8,3.19828e-08,1.55654e-07
1841,4,7,2.599e-08,1.57559e-07
1851,5,11,5.19764e-08,1.45815e-07
1861,2,9,9.9984e-09,1.55803e-07
1871,2,10,1.79936e-08,1.69764e-07
1881,2,8,2.19876e-08,1.3776e-07
1891,5,11,1.59984e-08,1.3585e-07
1901,3,10,1.99936e-08,1.69533e-07
1911,3,9,6.0e-09,1.21797e-07
1921,2,10,4.0e-09,2.33297e-07
1931,3,8,1.79916e-08,1.11842e-07
1941,2,7,5.98484e-08,1.03726e-07
1951,2,6,9.16212e-08,7.38984e-08
1961,3,4,7.38216e-08,1.03856e-07
1971,2,5,8.1688e-08,1.3754e-07
1981,3,5,6.59036e-08,9.98532e-08
1991,2,6,7.9988e-09,9.78676e-08
2001,1,4,2.0e-09,1.01769e-07
2011,3,1,7.9996e-09,3.79316e-08
2021,2,5,6.97756e-08,2.39928e-08
2031,3,6,8.76868e-08,4.99804e-08
2041,2,4,8.76552e-08,6.9892e-08
2051,3,9,1.45302e-07,1.39809e-07
2061,2,6,2.31674e-07,1.13848e-07
2071,2,7,3.13787e-07,1.11805e-07
2081,2,4,2.29596e-07,6.59356e-08
2091,6,5,2.27852e-07,3.39884e-08
2101,4,7,2.56462e-07,4.797e-08
2111,7,9,2.71052e-07,8.79272e-08
2121,5,9,2.44907e-07,1.13862e-07
2131,5,5,2.68176e-07,4.79572e-08
2141,5,4,1.98607e-07,1.41735e-07
2151,6,6,1.17545e-07,1.17841e-07
2161,4,8,1.13681e-07,1.77578e-07
2171,2,4,1.58767e-07,1.91349e-07
2181,1,6,1.19292e-07,2.84531e-07
2191,2,9,1.03624e-07,2.23114e-07
2201,1,7,7.57188e-08,2.82755e-07
2211,3,7,6.98012e-08,2.50869e-07
2221,2,5,8.1828e-08,2.38613e-07
2231,4,8,9.97728e-08,2.34968e-07
2241,6,8,8.18596e-08,3.91234e-07
2251,4,9,1.07697e-07,4.34063e-07
2261,5,7,8.985e-08,4.85049e-07
2271,4,10,1.0375e-07,3.93149e-07
2281,7,8,4.59612e-08,3.16487e-07
2291,3,11,2.79808e-08,2.76421e-07
2301,4,11,4.1966e-08,2.75112e-07
2311,4,11,1.0979e-07,1.93673e-07
2321,4,8,6.5922e-08,2.17409e-07
2331,1,8,2.0e-09,2.01314e-07
2341,3,7,1.39972e-08,1.89472e-07
2351,5,5,4.597e-08,1.55589e-07
2361,5,6,2.99848e-08,1.29816e-07
2371,2,9,1.99884e-08,5.3978e-08
2381,2,4,4.0e-09,2.19928e-08
2391,1,2,2.0e-09,4.3916e-08
2401,3,5,2.59816e-08,1.21485e-07
2411,3,7,2.19884e-08,9.37556e-08
2421,3,5,3.7978e-08,9.57532e-08
2431,4,4,3.19804e-08,4.59704e-08
2441,3,7,4.39376e-08,1.03827e-07
2451,0,7,0.0,5.59684e-08
2461,0,9,0.0,1.25884e-07
2471,0,8,0.0,6.99264e-08
2481,0,7,0.0,7.58904e-08
2491,4,6,1.39976e-08,9.58656e-08
