cycle,Num_neutral,Num_sel,pi_neutral,pi_sel
881,16,32,2.19127e-06,4.02984e-06
891,13,28,2.0332e-06,4.54354e-06
901,13,33,2.32842e-06,4.74793e-06
911,13,34,2.29099e-06,4.53266e-06
921,10,35,2.56688e-06,4.23207e-06
931,13,38,2.71842e-06,4.33355e-06
941,13,31,2.56699e-06,4.38398e-06
951,15,30,2.86259e-06,4.311e-06
961,11,32,2.98632e-06,4.51998e-06
971,16,30,2.96354e-06,4.60903e-06
981,16,38,2.76832e-06,5.12779e-06
991,22,40,2.89553e-06,4.99039e-06
1001,17,37,2.81519e-06,5.08858e-06
1011,14,35,2.91178e-06,4.87887e-06
1021,16,32,3.01455e-06,5.0828e-06
1031,18,34,3.52242e-06,5.26573e-06
1041,14,35,3.80477e-06,5.79865e-06
1051,14,34,3.95162e-06,5.90044e-06
1061,13,33,4.21785e-06,6.20234e-06
1071,12,38,3.94177e-06,6.42795e-06
1081,8,33,3.83989e-06,6.12242e-06
1091,9,34,3.67665e-06,6.87398e-06
1101,13,36,3.55143e-06,6.73996e-06
1111,16,41,3.5643e-06,6.82268e-06
1121,8,35,3.21562e-06,6.76766e-06
1131,15,45,3.36868e-06,7.04794e-06
1141,14,42,3.29199e-06,6.92787e-06
1151,15,35,2.96051e-06,7.20916e-06
1161,16,37,3.15653e-06,7.01739e-06
1171,11,41,3.15901e-06,6.90106e-06
1181,11,45,3.47273e-06,7.58019e-06
1191,15,36,3.39272e-06,7.73779e-06
1201,12,36,3.3233e-06,7.93304e-06
1211,10,31,3.54953e-06,8.35664e-06
1221,9,35,3.55629e-06,8.43293e-06
1231,10,39,3.93766e-06,8.58053e-06
1241,14,38,3.77411e-06,8.15558e-06
1251,16,47,3.60836e-06,8.19867e-06
1261,15,44,3.77621e-06,7.67862e-06
1271,16,36,3.96522e-06,7.43404e-06
1281,22,39,3.32301e-06,7.8092e-06
1291,23,37,3.2246e-06,8.22881e-06
1301,12,38,3.22482e-06,8.31517e-06
1311,9,35,2.96183e-06,8.21849e-06
1321,14,38,3.02712e-06,8.79612e-06
1331,14,30,2.70769e-06,9.14489e-06
1341,18,35,2.4847e-06,9.47508e-06
1351,16,35,2.08349e-06,9.81911e-06
1361,14,34,2.08249e-06,9.62457e-06
1371,16,42,1.98118e-06,9.99189e-06
1381,13,36,2.07764e-06,1.016e-05
1391,18,40,1.77693e-06,9.45939e-06
1401,17,36,1.75699e-06,9.7275e-06
1411,18,39,1.87407e-06,9.70502e-06
1421,13,38,2.16707e-06,1.00399e-05
1431,13,44,2.03836e-06,9.66827e-06
1441,15,41,2.06539e-06,9.72989e-06
1451,11,40,2.23417e-06,1.05401e-05
1461,14,31,2.43656e-06,1.05211e-05
1471,10,31,2.36692e-06,1.06587e-05
1481,15,33,2.18132e-06,1.03804e-05
1491,14,33,2.34065e-06,1.05842e-05
1501,11,36,2.18927e-06,1.04975e-05
1511,8,31,2.13914e-06,1.15692e-05
1521,10,33,2.16351e-06,1.13476e-05
1531,12,33,2.15803e-06,1.21919e-05
1541,22,33,2.19951e-06,1.26683e-05
1551,22,38,2.30835e-06,1.28018e-05
1561,21,35,2.59934e-06,1.24711e-05
1571,18,32,2.36147e-06,1.29423e-05
1581,13,33,2.12492e-06,1.2917e-05
1591,13,29,2.30253e-06,1.23284e-05
1601,16,29,2.11306e-06,1.22157e-05
1611,21,38,2.13742e-06,1.20498e-05
1621,18,40,2.1443e-06,1.22507e-05
1631,16,37,2.45722e-06,1.27433e-05
1641,22,38,2.47986e-06,1.27324e-05
1651,17,39,2.6375e-06,1.29083e-05
1661,18,39,2.33369e-06,1.25785e-05
1671,20,35,2.29562e-06,1.2597e-05
1681,15,38,2.32218e-06,1.32304e-05
1691,15,42,2.2877e-06,1.33968e-05
1701,21,42,2.53416e-06,1.38594e-05
1711,15,43,2.69164e-06,1.40017e-05
1721,14,44,2.98205e-06,1.44204e-05
1731,16,38,2.79449e-06,1.42126e-05
1741,14,39,2.92387e-06,1.41052e-05
1751,14,41,2.78288e-06,1.43408e-05
1761,17,38,2.68582e-06,1.48094e-05
1771,18,29,2.59963e-06,1.42046e-05
1781,16,28,2.64795e-06,1.45699e-05
1791,20,37,2.3069e-06,1.40278e-05
1801,16,36,2.35004e-06,1.42654e-05
1811,12,31,2.45305e-06,1.45761e-05
1821,8,40,2.4062e-06,1.41473e-05
1831,17,34,2.21256e-06,1.47551e-05
1841,19,33,1.94704e-06,1.4936e-05
1851,19,35,2.03935e-06,1.51678e-05
1861,15,40,1.9504e-06,1.58685e-05
1871,15,45,1.8032e-06,1.60148e-05
1881,13,44,2.17098e-06,1.53914e-05
1891,15,47,2.27849e-06,1.61955e-05
1901,13,37,2.84458e-06,1.64873e-05
1911,15,48,2.87169e-06,1.59215e-05
1921,11,44,2.9004e-06,1.58847e-05
1931,15,38,3.00325e-06,1.62917e-05
1941,21,42,3.1307e-06,1.52814e-05
1951,18,39,2.73749e-06,1.52257e-05
1961,17,42,2.71458e-06,1.514e-05
1971,23,38,2.93646e-06,1.53183e-05
1981,18,35,3.0737e-06,1.51807e-05
1991,16,29,2.59215e-06,1.46197e-05
2001,16,30,2.52796e-06,1.42026e-05
2011,19,29,2.65421e-06,1.41892e-05
2021,18,30,2.6783e-06,1.40403e-05
2031,14,33,2.46811e-06,1.38612e-05
2041,17,31,2.59991e-06,1.40214e-05
2051,17,31,2.91784e-06,1.35462e-05
2061,17,38,2.8516e-06,1.35755e-05
2071,13,37,2.65009e-06,1.39467e-05
2081,17,41,2.65273e-06,1.40081e-05
2091,16,37,2.71586e-06,1.45488e-05
2101,16,39,3.00684e-06,1.48605e-05
2111,21,33,2.79183e-06,1.46666e-05
2121,20,35,2.83512e-06,1.49543e-05
2131,17,41,2.87211e-06,1.44112e-05
2141,18,39,3.00118e-06,1.37263e-05
2151,21,32,3.09606e-06,1.37894e-05
2161,19,36,3.01789e-06,1.35417e-05
2171,22,30,2.63845e-06,1.28547e-05
2181,15,27,2.53611e-06,1.21197e-05
2191,14,35,2.79512e-06,1.21975e-05
2201,16,34,2.66753e-06,1.18722e-05
2211,16,37,2.6003e-06,1.22496e-05
2221,13,39,2.52285e-06,1.23149e-05
2231,16,35,2.78431e-06,1.30324e-05
2241,19,40,2.84706e-06,1.27541e-05
2251,17,32,2.98252e-06,1.24724e-05
2261,19,30,3.02962e-06,1.32342e-05
2271,19,33,3.07138e-06,1.36577e-05
2281,21,34,2.61341e-06,1.43155e-05
2291,20,34,2.49038e-06,1.44938e-05
2301,19,37,2.46262e-06,1.4393e-05
2311,20,42,2.72616e-06,1.51109e-05
2321,17,38,2.82354e-06,1.53911e-05
2331,16,35,2.52919e-06,1.56997e-05
2341,22,37,2.41585e-06,1.62657e-05
2351,18,44,2.79184e-06,1.62654e-05
2361,17,39,2.49826e-06,1.60124e-05
2371,20,41,2.1613e-06,1.58821e-05
2381,25,40,2.47004e-06,1.60913e-05
2391,18,51,2.78488e-06,1.61249e-05
2401,18,44,2.59868e-06,1.54563e-05
2411,20,38,2.98839e-06,1.54461e-05
2421,22,41,3.37042e-06,1.5623e-05
2431,23,38,3.5238e-06,1.63292e-05
2441,21,47,3.59238e-06,1.64972e-05
2451,25,46,3.10953e-06,1.68032e-05
2461,22,43,3.12684e-06,1.63208e-05
2471,27,36,3.40316e-06,1.69722e-05
2481,24,39,3.52646e-06,1.69419e-05
2491,28,39,3.31112e-06,1.74931e-05
