cycle,Num_neutral,Num_sel,pi_neutral,pi_sel
2131,16,24,4.2319e-06,3.89861e-06
2141,19,24,3.90329e-06,3.93131e-06
2151,13,31,3.95482e-06,4.00096e-06
2161,14,30,3.98822e-06,4.1879e-06
2171,16,25,3.89997e-06,4.06054e-06
2181,15,24,4.15037e-06,4.47124e-06
2191,14,26,4.02441e-06,4.77477e-06
2201,27,30,3.99708e-06,4.48304e-06
2211,14,26,4.27842e-06,4.64797e-06
2221,18,26,4.41908e-06,5.03644e-06
2231,17,24,4.15303e-06,5.71343e-06
2241,15,25,4.26168e-06,6.06955e-06
2251,15,28,4.26937e-06,6.26396e-06
2261,15,32,4.30255e-06,5.88958e-06
2271,16,28,4.22964e-06,5.86815e-06
2281,12,35,4.4625e-06,5.68835e-06
2291,13,33,4.39514e-06,5.84309e-06
2301,15,33,4.29542e-06,5.71391e-06
2311,19,30,4.33192e-06,5.7474e-06
2321,18,26,4.4151e-06,6.08809e-06
2331,15,26,4.65013e-06,5.76182e-06
2341,17,25,4.11172e-06,5.49695e-06
2351,21,25,4.26476e-06,5.38134e-06
2361,21,22,4.28477e-06,5.73083e-06
2371,18,24,4.21461e-06,5.63623e-06
2381,20,25,4.32912e-06,6.36866e-06
2391,17,29,3.9572e-06,6.51436e-06
2401,18,23,3.59103e-06,5.79405e-06
2411,18,26,3.70124e-06,5.89832e-06
2421,16,25,3.276e-06,5.59411e-06
2431,14,32,3.07769e-06,5.02397e-06
2441,13,27,3.03524e-06,4.6086e-06
2451,12,24,2.90666e-06,4.38159e-06
2461,15,21,2.98192e-06,4.04307e-06
2471,14,28,3.58309e-06,4.12265e-06
2481,18,24,3.47022e-06,3.98469e-06
2491,18,27,3.59918e-06,4.07843e-06
