cycle,Num_neutral,Num_sel,pi_neutral,pi_sel
731,14,24,6.26969e-07,1.27019e-06
741,11,20,7.33801e-07,1.39323e-06
751,12,21,7.96644e-07,1.41056e-06
761,13,22,7.01659e-07,1.60017e-06
771,10,20,9.06847e-07,1.71355e-06
781,13,21,8.04985e-07,1.57077e-06
791,13,19,6.75712e-07,1.78141e-06
801,13,19,7.41772e-07,1.61452e-06
811,12,25,9.52117e-07,1.87432e-06
821,9,25,9.76198e-07,1.82715e-06
831,18,25,1.11119e-06,1.72464e-06
841,15,19,1.0573e-06,1.63089e-06
851,10,20,9.00916e-07,1.69778e-06
861,14,24,8.72996e-07,1.73954e-06
871,11,24,6.97329e-07,2.09962e-06
881,13,24,6.62677e-07,2.03032e-06
891,11,20,7.02325e-07,1.95921e-06
901,12,25,7.82531e-07,1.59544e-06
911,15,25,6.9572e-07,1.4918e-06
921,12,17,6.04745e-07,1.50262e-06
931,17,15,7.88357e-07,1.34671e-06
941,17,10,7.88335e-07,1.31187e-06
951,13,14,8.58429e-07,1.134e-06
961,8,14,7.44711e-07,1.19484e-06
971,12,24,7.03156e-07,1.47603e-06
981,13,25,8.06117e-07,1.63528e-06
991,9,24,8.77585e-07,1.37825e-06
1001,11,23,9.52656e-07,1.55026e-06
1011,14,21,1.00328e-06,1.47072e-06
1021,10,22,9.73928e-07,1.29445e-06
1031,14,22,9.19544e-07,1.44953e-06
1041,13,23,9.14316e-07,1.52988e-06
1051,11,24,1.00695e-06,1.64403e-06
1061,10,23,9.96834e-07,1.74474e-06
1071,9,26,1.12068e-06,1.70792e-06
1081,9,23,9.55895e-07,1.47964e-06
1091,8,23,1.04469e-06,1.12884e-06
1101,8,22,9.70243e-07,1.26872e-06
1111,10,21,9.87749e-07,1.34177e-06
1121,9,25,1.12461e-06,1.23873e-06
1131,7,25,1.59214e-06,1.37688e-06
1141,13,22,1.60547e-06,1.38768e-06
1151,11,23,1.62299e-06,1.1549e-06
1161,15,27,1.5167e-06,1.12844e-06
1171,9,27,1.48589e-06,1.07322e-06
1181,8,18,1.27456e-06,1.4704e-06
1191,11,22,1.18554e-06,1.55986e-06
1201,10,18,1.20595e-06,1.61207e-06
1211,7,23,1.0745e-06,1.5606e-06
1221,11,26,1.19438e-06,1.52357e-06
1231,7,23,1.23798e-06,1.36807e-06
1241,7,18,1.30261e-06,1.54259e-06
1251,13,23,1.14351e-06,1.39988e-06
1261,12,24,1.13185e-06,1.37274e-06
1271,10,24,1.07071e-06,1.58695e-06
1281,12,29,9.47188e-07,1.76121e-06
1291,8,21,8.04647e-07,1.82839e-06
1301,7,23,8.08783e-07,2.23566e-06
1311,6,23,7.49569e-07,2.52618e-06
1321,6,22,8.59367e-07,2.65238e-06
1331,10,24,9.51873e-07,2.38982e-06
1341,11,27,1.08496e-06,2.62014e-06
1351,12,31,1.0035e-06,2.63377e-06
1361,13,26,9.22959e-07,2.51088e-06
1371,11,28,9.64703e-07,2.52412e-06
1381,9,22,1.1133e-06,2.45719e-06
1391,14,21,1.06893e-06,2.10871e-06
1401,11,16,1.16975e-06,2.18494e-06
1411,10,21,1.11552e-06,2.41773e-06
1421,11,22,1.19587e-06,1.96783e-06
1431,12,24,1.09974e-06,1.97348e-06
1441,12,23,9.69881e-07,1.93968e-06
1451,12,17,8.12531e-07,1.98031e-06
1461,13,23,8.49207e-07,1.83748e-06
1471,10,24,1.03528e-06,1.75288e-06
1481,10,19,1.06159e-06,1.8245e-06
1491,10,19,1.28475e-06,1.96714e-06
1501,11,24,1.22287e-06,1.64991e-06
1511,13,27,1.21048e-06,1.82955e-06
1521,15,27,1.17697e-06,1.74661e-06
1531,20,26,1.5965e-06,1.81357e-06
1541,14,21,1.84525e-06,1.98715e-06
1551,20,21,1.60077e-06,1.5997e-06
1561,16,24,1.57251e-06,1.8693e-06
1571,20,28,1.43297e-06,1.74241e-06
1581,20,28,1.54047e-06,1.85359e-06
1591,19,23,1.48234e-06,1.82429e-06
1601,13,26,1.48366e-06,2.12736e-06
1611,16,23,1.32534e-06,1.93667e-06
1621,14,28,1.292e-06,2.16285e-06
1631,16,23,1.2456e-06,2.76799e-06
1641,12,23,1.14216e-06,2.82501e-06
1651,12,20,1.12179e-06,2.93165e-06
1661,12,21,1.03848e-06,2.95412e-06
1671,9,24,1.11394e-06,2.93707e-06
1681,11,27,9.70789e-07,3.11204e-06
1691,13,27,1.05008e-06,3.41803e-06
1701,12,25,9.87686e-07,3.1374e-06
1711,13,28,1.29082e-06,2.80829e-06
1721,12,15,1.5696e-06,2.73621e-06
1731,11,18,1.67133e-06,2.66878e-06
1741,13,17,1.48261e-06,2.50546e-06
1751,16,16,1.6595e-06,2.71967e-06
1761,15,19,1.61459e-06,2.69594e-06
1771,20,17,1.60742e-06,2.56592e-06
1781,11,22,1.48324e-06,2.74955e-06
1791,12,25,1.26453e-06,2.82494e-06
1801,14,25,1.40598e-06,2.83086e-06
1811,13,25,1.25831e-06,3.18859e-06
1821,16,28,1.39135e-06,3.20884e-06
1831,15,23,1.17882e-06,3.05497e-06
1841,13,24,1.35873e-06,3.22286e-06
1851,13,28,1.41351e-06,3.14122e-06
1861,15,32,1.38425e-06,3.44154e-06
1871,14,31,1.35518e-06,3.43767e-06
1881,19,31,1.50175e-06,3.50285e-06
1891,16,24,1.65235e-06,3.62408e-06
1901,18,28,1.8665e-06,3.58395e-06
1911,19,29,1.87888e-06,3.39318e-06
1921,16,35,2.08926e-06,3.22098e-06
1931,16,37,1.92851e-06,3.23592e-06
1941,11,31,1.63837e-06,2.98359e-06
1951,11,29,1.5181e-06,3.49462e-06
1961,19,23,1.7363e-06,3.64302e-06
1971,17,23,1.56473e-06,3.78012e-06
1981,16,25,1.72457e-06,3.71845e-06
1991,18,24,1.63409e-06,3.7813e-06
2001,13,24,1.73247e-06,3.99996e-06
2011,14,25,1.5884e-06,4.17428e-06
2021,13,27,1.76992e-06,3.89132e-06
2031,19,30,2.344e-06,3.749e-06
2041,14,25,2.44398e-06,3.79456e-06
2051,15,27,2.22361e-06,3.8217e-06
2061,18,27,2.15409e-06,3.67418e-06
2071,17,27,2.32372e-06,3.48321e-06
2081,20,24,2.44496e-06,3.52748e-06
2091,16,25,2.49333e-06,3.53522e-06
2101,21,28,2.39395e-06,3.19124e-06
2111,18,25,2.33081e-06,2.98005e-06
2121,21,24,2.08813e-06,3.03155e-06
2131,13,24,2.18824e-06,3.06522e-06
2141,15,21,2.45034e-06,3.13516e-06
2151,17,20,2.32101e-06,3.00108e-06
2161,15,23,2.2236e-06,3.14688e-06
2171,16,29,2.06607e-06,3.11078e-06
2181,16,25,2.26421e-06,2.91573e-06
2191,18,26,2.21359e-06,2.67007e-06
2201,17,19,2.36026e-06,2.49718e-06
2211,17,24,2.35453e-06,2.54046e-06
2221,19,14,2.56998e-06,2.26501e-06
2231,17,17,2.88261e-06,2.18204e-06
2241,16,20,3.04667e-06,2.43352e-06
2251,17,24,3.14551e-06,2.79217e-06
2261,12,28,3.05437e-06,2.79116e-06
2271,12,25,2.97382e-06,3.20638e-06
2281,8,21,2.96777e-06,2.98362e-06
2291,10,24,3.26159e-06,3.45026e-06
2301,12,24,3.23211e-06,3.53348e-06
2311,10,23,3.32202e-06,3.32185e-06
2321,16,24,3.35775e-06,3.51849e-06
2331,12,28,3.37153e-06,3.37699e-06
2341,17,18,3.2498e-06,3.10807e-06
2351,16,28,3.01905e-06,3.14782e-06
2361,16,28,2.98055e-06,3.24151e-06
2371,13,23,2.8588e-06,3.12857e-06
2381,11,24,2.80568e-06,2.89856e-06
2391,10,24,3.39815e-06,3.30714e-06
2401,9,21,3.55172e-06,3.46764e-06
2411,10,25,3.70813e-06,3.22545e-06
2421,9,30,4.31079e-06,3.03606e-06
2431,16,27,4.61977e-06,3.10873e-06
2441,9,31,4.39743e-06,3.00821e-06
2451,10,31,4.65618e-06,3.19969e-06
2461,12,25,4.75822e-06,3.50184e-06
2471,12,24,5.16741e-06,3.58072e-06
2481,14,31,4.97496e-06,3.21131e-06
2491,18,29,4.92784e-06,3.20098e-06
