cycle,Num_neutral,Num_sel,pi_neutral,pi_sel
691,6,3,2.44627e-07,5.39052e-08
701,6,4,2.18835e-07,9.78432e-08
711,3,6,2.55595e-07,2.05276e-07
721,3,6,2.55925e-07,2.88388e-07
731,5,9,3.33957e-07,4.85978e-07
741,4,7,3.60241e-07,4.68424e-07
751,4,6,2.53407e-07,4.19155e-07
761,5,4,1.78815e-07,2.33062e-07
771,3,7,1.41374e-07,3.02277e-07
781,2,5,1.43406e-07,3.68739e-07
791,3,8,2.28373e-07,3.67616e-07
801,2,9,1.47176e-07,3.35146e-07
811,3,7,1.25378e-07,2.5035e-07
821,1,4,9.75296e-08,2.58178e-07
831,2,8,1.0151e-07,2.99395e-07
841,2,7,1.13406e-07,2.16778e-07
851,1,7,1.0347e-07,2.26813e-07
861,2,4,9.1682e-08,2.0108e-07
871,4,8,9.777e-08,1.93601e-07
881,5,12,8.38816e-08,1.85692e-07
891,6,6,1.77688e-07,2.0742e-07
901,5,11,2.31384e-07,3.44623e-07
911,4,9,2.01472e-07,4.6785e-07
921,5,7,1.41758e-07,5.37047e-07
931,7,7,1.07828e-07,5.45806e-07
941,6,7,2.19214e-07,5.56231e-07
951,6,5,2.78893e-07,7.22607e-07
961,8,9,2.61282e-07,7.92647e-07
971,7,8,1.8556e-07,7.52975e-07
981,9,8,1.89324e-07,7.0023e-07
991,7,9,1.87236e-07,7.36359e-07
1001,8,7,1.6564e-07,7.72377e-07
1011,9,7,2.13431e-07,7.57008e-07
1021,6,8,1.65646e-07,7.20374e-07
1031,9,8,2.4327e-07,7.10851e-07
1041,6,10,4.29326e-07,7.48776e-07
1051,7,9,4.3882e-07,6.02911e-07
1061,6,8,5.75725e-07,5.43314e-07
1071,6,6,7.22379e-07,4.49973e-07
1081,7,6,6.72707e-07,4.77806e-07
1091,7,8,6.61663e-07,3.55723e-07
1101,5,6,6.34061e-07,3.9881e-07
1111,5,7,5.73595e-07,6.05218e-07
1121,5,5,7.78024e-07,6.3147e-07
1131,7,9,1.30787e-06,6.99938e-07
1141,8,8,1.08292e-06,8.61613e-07
1151,8,5,1.32287e-06,6.73593e-07
1161,7,7,1.88114e-06,4.91842e-07
1171,6,7,1.84441e-06,4.4329e-07
1181,5,7,2.18914e-06,5.72893e-07
1191,5,6,1.88974e-06,6.36608e-07
1201,6,7,1.81883e-06,5.93789e-07
1211,6,8,2.04507e-06,6.39488e-07
1221,7,7,2.04434e-06,4.76434e-07
1231,5,13,1.95582e-06,5.355e-07
1241,5,9,1.77411e-06,4.28634e-07
1251,5,9,1.58151e-06,4.03686e-07
1261,5,11,1.59494e-06,3.09328e-07
1271,5,10,1.45938e-06,2.65783e-07
1281,5,6,1.23111e-06,1.83015e-07
1291,5,11,1.28055e-06,1.61738e-07
1301,5,7,1.21933e-06,1.93556e-07
1311,6,5,1.3091e-06,2.15124e-07
1321,4,4,9.85336e-07,2.15184e-07
1331,3,6,9.85166e-07,2.62631e-07
1341,4,6,1.24496e-06,2.05064e-07
1351,4,6,1.2912e-06,2.72663e-07
1361,6,6,1.22688e-06,1.97418e-07
1371,5,9,1.13435e-06,1.87307e-07
1381,8,7,1.16079e-06,1.33682e-07
1391,6,5,1.3483e-06,1.67326e-07
1401,5,7,1.22603e-06,1.71289e-07
1411,6,3,1.22747e-06,9.75856e-08
1421,5,4,1.13371e-06,2.18053e-07
1431,4,5,1.16013e-06,1.70913e-07
1441,2,5,1.18868e-06,1.43526e-07
1451,3,6,1.08399e-06,2.72627e-07
1461,3,10,1.13405e-06,1.51691e-07
1471,7,8,1.0795e-06,9.39128e-08
1481,7,4,9.90349e-07,1.13734e-07
1491,5,6,1.09445e-06,1.05814e-07
1501,4,5,8.46616e-07,9.78484e-08
1511,5,3,8.89122e-07,1.05744e-07
1521,4,5,6.85461e-07,1.59466e-07
1531,7,3,7.19392e-07,1.59475e-07
1541,6,5,6.82717e-07,1.69132e-07
1551,6,4,7.71814e-07,1.68735e-07
1561,3,3,6.68935e-07,2.97821e-07
1571,4,5,7.01896e-07,2.82825e-07
1581,4,6,5.60119e-07,3.40431e-07
1591,4,4,5.42679e-07,2.70937e-07
1601,3,6,6.04732e-07,3.0467e-07
1611,3,7,5.29072e-07,5.84896e-07
1621,6,4,6.02161e-07,5.81341e-07
1631,6,3,8.66185e-07,6.1809e-07
1641,6,4,6.98804e-07,5.6181e-07
1651,2,4,5.18908e-07,4.38536e-07
1661,4,7,4.86243e-07,5.49786e-07
1671,4,7,5.27545e-07,3.87042e-07
1681,2,9,5.93619e-07,4.90589e-07
1691,3,4,6.10386e-07,3.53925e-07
1701,4,6,7.40629e-07,4.21177e-07
1711,5,9,7.15457e-07,3.72739e-07
1721,7,5,7.66423e-07,2.96183e-07
1731,3,5,8.26112e-07,2.2461e-07
1741,4,6,7.95452e-07,1.9075e-07
1751,5,8,8.0036e-07,2.26447e-07
1761,6,5,8.43707e-07,1.90466e-07
1771,6,4,8.32781e-07,1.57106e-07
1781,6,5,6.70039e-07,2.32373e-07
1791,7,4,7.16194e-07,1.71428e-07
1801,5,4,8.33719e-07,1.03783e-07
1811,6,5,8.14765e-07,9.18488e-08
1821,5,5,1.04516e-06,1.71172e-07
1831,5,5,1.02562e-06,2.18646e-07
1841,4,5,8.89207e-07,2.08518e-07
1851,2,4,7.81155e-07,2.99436e-07
1861,2,7,7.96129e-07,3.63596e-07
1871,1,7,8.55945e-07,4.7554e-07
1881,2,7,8.90658e-07,6.02425e-07
1891,2,5,7.5181e-07,7.42691e-07
1901,5,9,9.6629e-07,7.21054e-07
1911,2,4,1.25952e-06,5.87369e-07
1921,2,7,9.57956e-07,5.50998e-07
1931,4,3,8.9949e-07,4.21382e-07
1941,3,3,7.52317e-07,4.21301e-07
1951,4,4,8.0692e-07,4.46272e-07
1961,3,4,5.87696e-07,4.80334e-07
1971,4,8,5.25841e-07,5.66581e-07
1981,3,7,5.30829e-07,5.25944e-07
1991,3,5,5.5359e-07,5.03838e-07
2001,4,3,6.65269e-07,5.59923e-07
2011,4,5,7.74482e-07,6.49009e-07
2021,5,6,6.62765e-07,7.04717e-07
2031,5,8,9.41373e-07,7.64375e-07
2041,4,5,1.09537e-06,9.04951e-07
2051,4,5,1.18664e-06,8.80545e-07
2061,7,6,1.31781e-06,7.57248e-07
2071,10,6,1.69297e-06,6.12403e-07
2081,4,7,1.61913e-06,6.22064e-07
2091,4,4,1.52118e-06,5.2962e-07
2101,5,6,1.61388e-06,4.56363e-07
2111,4,4,1.62006e-06,4.31258e-07
2121,5,4,1.49524e-06,3.22722e-07
2131,6,5,1.18221e-06,2.75071e-07
2141,4,7,1.35153e-06,4.05981e-07
2151,3,6,1.35186e-06,3.20817e-07
2161,5,7,1.46669e-06,3.1884e-07
2171,6,2,1.76422e-06,3.4839e-07
2181,8,4,1.69317e-06,2.93798e-07
2191,8,6,1.89147e-06,3.29587e-07
2201,6,3,2.00687e-06,4.0234e-07
2211,4,5,1.92022e-06,3.78531e-07
2221,4,5,2.02803e-06,4.13454e-07
2231,4,10,1.94436e-06,3.61479e-07
2241,6,8,1.78762e-06,4.29472e-07
2251,5,6,1.73652e-06,4.01524e-07
2261,3,7,1.97218e-06,4.73892e-07
2271,5,9,1.72629e-06,5.48264e-07
2281,7,8,1.75933e-06,3.90035e-07
2291,8,7,1.77268e-06,3.34344e-07
2301,10,5,1.91347e-06,3.13799e-07
2311,8,4,2.09248e-06,3.13312e-07
2321,6,5,2.17833e-06,3.09218e-07
2331,4,5,2.05193e-06,4.86603e-07
2341,5,6,2.04291e-06,5.23072e-07
2351,3,4,2.30121e-06,6.16855e-07
2361,2,3,2.58808e-06,5.91311e-07
2371,3,7,2.38624e-06,4.04747e-07
2381,2,6,2.6245e-06,3.67934e-07
2391,4,4,2.62933e-06,4.19213e-07
2401,4,5,2.79811e-06,3.69832e-07
2411,3,9,2.86316e-06,3.46106e-07
2421,6,8,2.88899e-06,3.36438e-07
2431,2,8,2.79005e-06,4.41768e-07
2441,3,8,2.64312e-06,4.19536e-07
2451,3,9,2.47213e-06,5.05574e-07
2461,4,6,2.38343e-06,3.75771e-07
2471,4,7,2.26674e-06,4.08636e-07
2481,3,10,2.46853e-06,4.68621e-07
2491,4,9,2.42282e-06,5.78796e-07
