cycle,Num_neutral,Num_sel,pi_neutral,pi_sel
451,10,29,1.43151e-06,1.38329e-06
461,9,19,1.11906e-06,1.45499e-06
471,15,19,8.7422e-07,1.73873e-06
481,10,18,1.00876e-06,1.93134e-06
491,15,18,1.14836e-06,1.69209e-06
501,14,26,1.26814e-06,1.87107e-06
511,12,22,1.16343e-06,1.58036e-06
521,13,20,1.1091e-06,1.30122e-06
531,15,21,1.53293e-06,1.4068e-06
541,15,24,1.54803e-06,1.37616e-06
551,16,30,1.65554e-06,1.50019e-06
561,15,25,1.23332e-06,1.66412e-06
571,13,28,9.31175e-07,1.9479e-06
581,12,25,1.21417e-06,1.84562e-06
591,13,30,9.23594e-07,1.89141e-06
601,9,23,8.39287e-07,1.95659e-06
611,8,18,7.76382e-07,2.26651e-06
621,11,22,8.01914e-07,2.31239e-06
631,14,17,8.8108e-07,2.27445e-06
641,14,17,1.09679e-06,2.6555e-06
651,17,19,1.19162e-06,2.97157e-06
661,9,21,1.23703e-06,2.99076e-06
671,8,22,1.25034e-06,3.71384e-06
681,13,26,1.32235e-06,3.9142e-06
691,12,20,1.31241e-06,3.42802e-06
701,11,20,1.25073e-06,3.59346e-06
711,9,22,1.28414e-06,3.37092e-06
721,11,21,1.16962e-06,3.31071e-06
731,13,20,1.27828e-06,3.54022e-06
741,13,20,1.39868e-06,3.26061e-06
751,11,18,1.44309e-06,3.25105e-06
761,12,19,1.25448e-06,3.12231e-06
771,17,22,1.19384e-06,3.22677e-06
781,22,18,1.03878e-06,3.37452e-06
791,15,18,1.07377e-06,3.46822e-06
801,9,16,8.32066e-07,3.4336e-06
811,12,14,7.28036e-07,3.95571e-06
821,12,13,8.79908e-07,3.91131e-06
831,15,17,1.05428e-06,3.50959e-06
841,11,27,8.85714e-07,3.61257e-06
851,13,19,8.31909e-07,3.32535e-06
861,14,22,8.37941e-07,3.41516e-06
871,17,19,6.5305e-07,3.33792e-06
881,15,20,7.65666e-07,3.18024e-06
891,12,20,6.32071e-07,3.41857e-06
901,12,19,7.21707e-07,3.33598e-06
911,10,25,7.19769e-07,3.60803e-06
921,10,24,8.84425e-07,3.68786e-06
931,8,18,8.11647e-07,3.95022e-06
941,6,29,8.15025e-07,4.01383e-06
951,7,35,8.71726e-07,3.96257e-06
961,15,25,9.69622e-07,3.51694e-06
971,15,27,9.6192e-07,3.44313e-06
981,16,26,1.0642e-06,3.35597e-06
991,9,27,9.56358e-07,3.10519e-06
1001,12,27,1.15444e-06,3.52334e-06
1011,12,29,1.06937e-06,3.6883e-06
1021,13,23,1.07727e-06,3.90821e-06
1031,13,22,1.07094e-06,4.23465e-06
1041,13,26,9.81453e-07,3.95693e-06
1051,11,25,1.21096e-06,3.6264e-06
1061,14,28,1.21345e-06,4.10034e-06
1071,11,30,1.30287e-06,4.24066e-06
1081,15,30,1.49995e-06,4.06917e-06
1091,17,32,1.50299e-06,4.14015e-06
1101,11,30,1.33039e-06,4.2762e-06
1111,9,33,1.24066e-06,4.42802e-06
1121,13,28,1.29308e-06,4.56221e-06
1131,14,25,1.36036e-06,4.60232e-06
1141,12,20,1.46384e-06,4.81565e-06
1151,13,29,1.5594e-06,4.93087e-06
1161,14,24,1.46463e-06,4.92073e-06
1171,15,25,1.3891e-06,5.13539e-06
1181,13,25,1.43812e-06,4.84141e-06
1191,12,26,1.52183e-06,4.51173e-06
1201,12,22,1.26578e-06,4.17826e-06
1211,14,20,1.19396e-06,4.01775e-06
1221,12,28,1.35134e-06,4.26842e-06
1231,12,19,1.59522e-06,4.44172e-06
1241,10,22,1.53195e-06,4.09039e-06
1251,12,20,1.30542e-06,4.30408e-06
1261,13,24,1.40155e-06,4.19217e-06
1271,12,28,1.59744e-06,4.41615e-06
1281,12,34,1.9804e-06,4.89624e-06
1291,13,30,2.30573e-06,5.2709e-06
1301,14,23,2.0304e-06,5.58379e-06
1311,14,31,2.38618e-06,5.26597e-06
1321,12,28,2.57548e-06,4.93527e-06
1331,15,29,2.66981e-06,4.98146e-06
1341,16,28,2.42837e-06,5.40644e-06
1351,17,22,2.20426e-06,5.7374e-06
1361,19,27,2.39117e-06,5.99289e-06
1371,15,34,2.33813e-06,6.29083e-06
1381,16,29,2.07733e-06,6.21418e-06
1391,16,28,2.49972e-06,6.17034e-06
1401,16,30,3.00394e-06,5.97789e-06
1411,17,21,2.55085e-06,6.49305e-06
1421,16,29,2.61572e-06,6.12049e-06
1431,16,26,2.90283e-06,6.41116e-06
1441,18,30,3.24023e-06,6.20573e-06
1451,17,25,3.65231e-06,6.33851e-06
1461,19,25,3.85637e-06,6.66076e-06
1471,15,27,3.95432e-06,5.82054e-06
1481,13,24,3.88811e-06,5.56794e-06
1491,13,22,3.36205e-06,5.28618e-06
1501,18,28,3.46172e-06,5.21375e-06
1511,15,23,3.76451e-06,4.91289e-06
1521,13,27,4.18644e-06,4.95498e-06
1531,12,28,4.53585e-06,4.96019e-06
1541,10,30,4.50615e-06,4.74464e-06
1551,11,24,4.76297e-06,5.11321e-06
1561,15,25,5.43641e-06,4.38376e-06
1571,13,26,5.81065e-06,4.41658e-06
1581,16,25,6.32984e-06,4.38243e-06
1591,13,23,6.78393e-06,4.62198e-06
1601,11,23,7.03061e-06,4.70065e-06
1611,15,25,7.09221e-06,5.20292e-06
1621,12,24,7.62141e-06,5.60426e-06
1631,16,25,7.44664e-06,5.40208e-06
1641,13,32,7.3487e-06,5.62171e-06
1651,11,28,7.44988e-06,5.50581e-06
1661,14,33,7.22778e-06,5.39686e-06
1671,14,36,6.87802e-06,5.77317e-06
1681,18,30,6.55682e-06,6.17817e-06
1691,17,31,6.15525e-06,6.22823e-06
1701,12,29,5.93726e-06,6.28196e-06
1711,10,27,6.06527e-06,6.36293e-06
1721,11,30,6.05497e-06,6.41408e-06
1731,10,30,6.09208e-06,6.1431e-06
1741,10,28,6.37545e-06,5.92252e-06
1751,11,25,6.25003e-06,5.8577e-06
1761,11,29,6.58533e-06,5.96443e-06
1771,10,26,6.81374e-06,6.02686e-06
1781,10,26,6.78348e-06,5.89795e-06
1791,12,29,7.17079e-06,6.10307e-06
1801,13,37,6.89104e-06,6.11809e-06
1811,13,31,6.80754e-06,6.32379e-06
1821,15,34,6.95759e-06,6.27487e-06
1831,14,35,7.09178e-06,6.59587e-06
1841,13,34,7.12147e-06,6.11688e-06
1851,10,36,7.09123e-06,6.66925e-06
1861,9,33,7.22982e-06,6.24375e-06
1871,11,35,7.33554e-06,6.2439e-06
1881,8,42,6.88457e-06,6.86101e-06
1891,13,35,6.55996e-06,6.85831e-06
1901,14,36,7.01157e-06,7.07372e-06
1911,14,35,6.80293e-06,7.13507e-06
1921,14,33,7.3711e-06,7.573e-06
1931,11,32,7.38961e-06,8.44933e-06
1941,12,36,7.32443e-06,8.80534e-06
1951,12,35,7.40653e-06,9.12045e-06
1961,11,35,7.17871e-06,9.1591e-06
1971,9,37,6.66749e-06,9.81062e-06
1981,8,37,6.89523e-06,1.01015e-05
1991,10,33,7.11359e-06,1.01917e-05
2001,11,32,7.14555e-06,1.02307e-05
2011,17,36,7.02839e-06,1.04331e-05
2021,14,39,7.4445e-06,1.02655e-05
2031,18,32,7.61801e-06,9.71049e-06
2041,15,36,7.262e-06,9.69081e-06
2051,13,34,7.33358e-06,9.84906e-06
2061,11,32,7.25503e-06,1.02301e-05
2071,11,33,7.52174e-06,1.08363e-05
2081,14,29,7.64083e-06,1.09328e-05
2091,12,37,7.48187e-06,1.10479e-05
2101,13,40,7.30795e-06,1.07412e-05
2111,15,32,7.2167e-06,1.02242e-05
2121,10,31,7.64366e-06,9.38997e-06
2131,11,32,7.30784e-06,9.77981e-06
2141,11,29,7.34799e-06,9.93813e-06
2151,13,28,7.37569e-06,9.76342e-06
2161,15,31,6.96645e-06,9.61399e-06
2171,14,28,7.03573e-06,9.32488e-06
2181,17,38,7.06339e-06,9.02126e-06
2191,12,30,6.94976e-06,9.44087e-06
2201,13,38,6.88402e-06,9.49776e-06
2211,12,37,6.85683e-06,9.50153e-06
2221,12,30,7.00223e-06,9.3639e-06
2231,15,26,7.03296e-06,8.85795e-06
2241,16,29,7.2687e-06,9.0333e-06
2251,18,29,7.1462e-06,9.13448e-06
2261,18,29,6.80145e-06,8.86107e-06
2271,17,29,6.82237e-06,8.25356e-06
2281,18,33,7.13759e-06,8.12842e-06
2291,12,35,7.43197e-06,8.54378e-06
2301,9,29,7.60283e-06,8.41117e-06
2311,14,35,7.45463e-06,8.84553e-06
2321,11,41,8.07118e-06,9.12917e-06
2331,15,37,7.84952e-06,9.2258e-06
2341,14,34,7.89547e-06,8.64758e-06
2351,17,31,7.74787e-06,9.22296e-06
2361,18,29,7.41439e-06,9.99256e-06
2371,14,30,7.65007e-06,9.3991e-06
2381,14,35,7.79869e-06,9.62971e-06
2391,18,30,7.41171e-06,1.04029e-05
2401,15,32,7.49134e-06,9.93068e-06
2411,13,28,7.54823e-06,1.07024e-05
2421,19,27,7.47111e-06,9.58824e-06
2431,16,27,7.87204e-06,9.76427e-06
2441,17,25,8.12225e-06,9.9685e-06
2451,16,25,8.15959e-06,9.9995e-06
2461,12,26,8.21345e-06,1.03493e-05
2471,14,28,7.85503e-06,9.81667e-06
2481,15,29,7.93569e-06,8.89373e-06
2491,18,25,8.03975e-06,9.0289e-06
